machine_id,maker,shift,avg_vibration,avg_temp_c,throughput_units,prior_defect_rate,machine_age_years,high_defect
M-05,Voss,day,4.16,62.3,536.6,0.075,5,1
M-04,Brunner,night,3.13,56.5,495.1,0.112,3,0
M-05,Voss,day,3.04,62.2,466.1,0.066,5,0
M-04,Brunner,night,2.46,55.5,490.4,0.064,3,0
M-03,Brunner,night,3.8,61.4,440.9,0.069,11,1
M-07,Brunner,night,5.03,68.4,441.8,0.063,12,1
M-01,Hokuto,day,3.55,57.6,519.5,0.065,6,0
M-03,Brunner,night,4.02,66.4,524.4,0.094,11,1
M-03,Brunner,day,3.61,65.6,523.2,0.061,11,1
M-06,Voss,night,2.75,61.7,613.6,0.088,2,0
M-03,Brunner,day,3.85,69.8,539.0,0.092,11,1
M-06,Voss,night,2.77,61.3,488.2,0.074,2,0
M-04,Brunner,day,3.41,64.5,482.6,0.046,3,0
M-04,Brunner,night,3.12,61.6,446.7,0.065,3,0
M-04,Brunner,night,2.49,55.0,515.6,0.062,3,0
M-04,Brunner,night,2.87,62.1,541.6,0.097,3,1
M-01,Hokuto,day,3.74,63.7,511.8,0.082,6,0
M-08,Hokuto,day,2.96,58.3,461.3,0.072,4,0
M-08,Hokuto,night,3.61,56.2,546.5,0.096,4,0
M-04,Brunner,night,3.01,61.4,523.0,0.035,3,1
M-06,Voss,day,3.02,58.1,592.0,0.089,2,0
M-07,Brunner,day,4.11,64.1,425.1,0.08,12,1
M-05,Voss,night,3.67,55.2,546.5,0.116,5,1
M-01,Hokuto,night,4.19,59.7,510.1,0.106,6,1
M-06,Voss,night,3.08,60.6,522.3,0.099,2,1
M-08,Hokuto,night,2.95,62.3,558.1,0.119,4,0
M-04,Brunner,night,2.5,58.6,438.3,0.061,3,1
M-08,Hokuto,night,3.16,60.8,456.0,0.106,4,1
M-07,Brunner,night,4.02,72.8,389.0,0.126,12,1
M-08,Hokuto,night,2.96,60.5,482.3,0.061,4,0
M-04,Brunner,day,3.13,61.5,467.8,0.084,3,0
M-06,Voss,day,2.92,55.0,428.6,0.068,2,0
M-07,Brunner,day,4.94,65.6,396.2,0.076,12,1
M-05,Voss,day,3.42,60.0,467.0,0.079,5,0
M-06,Voss,night,3.32,54.6,497.2,0.083,2,1
M-08,Hokuto,night,2.5,62.0,528.3,0.069,4,0
M-02,Hokuto,day,3.36,62.0,500.3,0.084,4,1
M-08,Hokuto,night,2.64,59.1,488.3,0.098,4,1
M-08,Hokuto,day,3.49,53.8,490.4,0.086,4,0
M-05,Voss,night,3.68,61.3,524.6,0.096,5,1
M-02,Hokuto,day,3.21,60.1,585.8,0.088,4,0
M-06,Voss,night,3.09,60.9,411.3,0.076,2,0
M-06,Voss,day,3.19,58.2,526.9,0.053,2,0
M-07,Brunner,night,4.42,63.4,529.0,0.131,12,1
M-05,Voss,night,3.86,61.0,476.6,0.075,5,0
M-07,Brunner,night,3.72,66.3,407.6,0.16,12,1
M-04,Brunner,day,4.19,63.2,516.3,0.058,3,0
M-04,Brunner,day,3.1,59.8,543.8,0.057,3,0
M-03,Brunner,day,5.13,64.8,505.2,0.09,11,1
M-01,Hokuto,day,3.61,61.7,493.6,0.053,6,0
M-01,Hokuto,day,3.79,61.4,525.6,0.093,6,1
M-02,Hokuto,day,3.07,57.2,474.5,0.064,4,0
M-07,Brunner,day,3.83,64.0,455.8,0.105,12,1
M-05,Voss,day,3.11,65.9,505.2,0.087,5,0
M-01,Hokuto,day,3.67,58.3,471.5,0.063,6,0
M-08,Hokuto,night,2.95,60.3,519.0,0.062,4,1
M-01,Hokuto,night,3.97,66.9,461.4,0.134,6,1
M-04,Brunner,day,3.79,51.8,411.7,0.052,3,0
M-08,Hokuto,day,3.47,59.9,512.7,0.073,4,0
M-07,Brunner,day,4.86,65.9,495.4,0.07,12,1
M-04,Brunner,day,2.6,60.2,451.6,0.043,3,0
M-05,Voss,night,3.8,60.2,431.4,0.062,5,0
M-06,Voss,night,3.34,53.1,506.0,0.109,2,0
M-03,Brunner,day,3.28,66.8,465.7,0.093,11,0
M-08,Hokuto,night,2.97,60.2,579.7,0.143,4,0
M-08,Hokuto,night,2.78,67.5,496.5,0.108,4,0
M-05,Voss,night,3.24,58.5,520.8,0.104,5,1
M-03,Brunner,day,3.45,66.6,478.0,0.087,11,1
M-04,Brunner,night,3.75,57.5,509.5,0.053,3,0
M-04,Brunner,day,1.99,57.7,522.7,0.029,3,0
M-08,Hokuto,day,2.35,60.3,520.4,0.079,4,0
M-04,Brunner,night,3.31,59.8,496.2,0.055,3,1
M-01,Hokuto,night,3.56,63.0,509.4,0.074,6,0
M-02,Hokuto,day,3.53,61.2,555.4,0.079,4,0
M-02,Hokuto,night,3.43,63.8,555.2,0.08,4,0
M-01,Hokuto,day,3.34,63.6,447.7,0.078,6,0
M-02,Hokuto,day,2.72,63.3,509.0,0.086,4,0
M-01,Hokuto,day,3.81,64.6,473.0,0.068,6,0
M-03,Brunner,day,3.37,67.1,483.2,0.097,11,1
M-06,Voss,night,3.24,56.8,495.9,0.084,2,1
M-02,Hokuto,day,3.35,64.7,487.1,0.099,4,0
M-06,Voss,day,2.14,58.9,486.2,0.082,2,0
M-03,Brunner,night,3.21,60.5,545.6,0.16,11,1
M-08,Hokuto,night,3.72,60.7,530.5,0.069,4,1
M-06,Voss,day,2.56,61.4,469.0,0.067,2,0
M-01,Hokuto,night,2.73,59.0,510.1,0.105,6,0
M-02,Hokuto,night,2.56,63.5,440.7,0.097,4,0
M-02,Hokuto,night,3.35,57.9,491.0,0.073,4,1
M-03,Brunner,day,4.26,66.9,506.4,0.094,11,0
M-02,Hokuto,night,3.88,60.8,506.2,0.077,4,1
M-01,Hokuto,night,3.05,57.2,469.3,0.071,6,0
M-07,Brunner,night,4.26,64.8,399.1,0.139,12,1
M-03,Brunner,day,3.88,63.7,472.2,0.086,11,0
M-08,Hokuto,night,2.81,60.6,510.7,0.09,4,0
M-07,Brunner,night,4.35,66.0,414.0,0.139,12,1
M-02,Hokuto,day,3.16,61.6,511.0,0.049,4,0
M-07,Brunner,day,4.19,66.2,517.3,0.131,12,1
M-06,Voss,night,3.11,61.8,546.0,0.096,2,0
M-04,Brunner,day,3.4,58.0,626.0,0.07,3,0
M-06,Voss,night,3.57,61.0,516.7,0.095,2,1
M-03,Brunner,day,3.82,60.9,429.9,0.101,11,0
M-05,Voss,night,3.34,65.2,505.2,0.087,5,1
M-04,Brunner,day,2.92,61.4,466.6,0.057,3,0
M-06,Voss,night,2.36,58.2,508.1,0.101,2,0
M-07,Brunner,day,4.51,63.7,480.8,0.084,12,1
M-06,Voss,day,3.16,62.2,531.5,0.052,2,0
M-05,Voss,day,2.67,62.4,538.4,0.074,5,0
M-04,Brunner,day,2.44,59.0,540.2,0.062,3,0
M-03,Brunner,day,4.44,67.9,434.9,0.087,11,1
M-06,Voss,night,3.03,60.2,487.3,0.09,2,0
M-08,Hokuto,night,2.83,56.5,508.1,0.113,4,0
M-08,Hokuto,night,2.42,63.6,453.4,0.099,4,0
M-07,Brunner,day,4.08,67.3,449.3,0.12,12,1
M-04,Brunner,day,3.52,58.5,447.1,0.062,3,0
M-07,Brunner,night,4.73,66.1,437.6,0.111,12,1
M-07,Brunner,night,3.45,67.3,600.8,0.129,12,1
M-01,Hokuto,day,2.87,61.5,435.6,0.019,6,0
M-08,Hokuto,day,4.13,60.3,467.3,0.032,4,1
M-02,Hokuto,night,2.97,57.0,511.8,0.078,4,0
M-07,Brunner,night,4.26,61.0,519.2,0.099,12,1
M-07,Brunner,day,4.26,70.3,493.5,0.103,12,1
M-04,Brunner,night,3.07,66.0,542.8,0.083,3,1
M-08,Hokuto,day,3.35,61.4,505.9,0.088,4,0
M-03,Brunner,day,3.82,71.5,579.7,0.104,11,1
M-02,Hokuto,day,2.82,61.1,505.4,0.068,4,0
M-03,Brunner,night,5.13,58.1,618.9,0.107,11,1
M-06,Voss,day,2.6,58.5,523.9,0.018,2,0
M-07,Brunner,day,4.38,68.4,512.7,0.062,12,1
M-06,Voss,day,3.54,57.2,508.4,0.057,2,0
M-06,Voss,day,2.83,65.9,449.6,0.076,2,0
M-02,Hokuto,day,2.73,61.4,491.9,0.071,4,0
M-06,Voss,night,3.25,58.9,448.5,0.131,2,0
M-08,Hokuto,day,2.92,60.3,513.9,0.074,4,0
M-02,Hokuto,day,4.15,60.8,463.8,0.079,4,0
M-05,Voss,night,3.78,63.9,450.0,0.1,5,0
M-01,Hokuto,day,3.08,58.1,542.0,0.052,6,0
M-07,Brunner,day,4.1,66.1,430.4,0.112,12,1
M-06,Voss,day,2.86,59.0,564.8,0.064,2,0
M-01,Hokuto,day,3.49,65.7,437.0,0.067,6,0
M-02,Hokuto,night,2.88,57.4,547.6,0.087,4,0
M-08,Hokuto,day,3.05,65.6,497.2,0.063,4,0
M-04,Brunner,day,3.39,58.5,458.6,0.053,3,0
M-05,Voss,night,2.52,58.5,572.5,0.082,5,0
M-07,Brunner,night,4.69,69.4,461.5,0.098,12,1
M-08,Hokuto,day,3.59,61.1,510.8,0.075,4,0
M-01,Hokuto,day,2.96,62.7,497.2,0.06,6,0
M-02,Hokuto,night,3.66,56.6,501.2,0.139,4,1
M-07,Brunner,day,3.97,62.5,555.1,0.138,12,1
M-06,Voss,night,2.65,60.5,473.4,0.045,2,0
M-02,Hokuto,day,4.16,59.9,515.0,0.067,4,1
M-01,Hokuto,night,3.15,63.0,473.1,0.098,6,1
M-03,Brunner,day,2.66,63.3,467.7,0.124,11,0
M-02,Hokuto,day,3.95,59.1,558.0,0.08,4,0
M-08,Hokuto,night,3.1,53.7,455.7,0.126,4,0
M-02,Hokuto,night,3.85,58.5,516.7,0.1,4,1
M-02,Hokuto,night,2.72,64.5,456.5,0.106,4,0
M-08,Hokuto,day,3.48,57.5,480.3,0.053,4,0
M-06,Voss,day,2.9,61.8,480.2,0.044,2,0
M-08,Hokuto,night,3.21,58.3,532.8,0.095,4,1
M-07,Brunner,night,4.74,61.7,495.6,0.115,12,1
M-02,Hokuto,day,3.43,60.8,456.5,0.04,4,0
M-01,Hokuto,night,3.17,65.3,470.9,0.093,6,1
M-08,Hokuto,night,3.0,61.7,488.1,0.124,4,0
M-06,Voss,night,2.91,63.1,467.1,0.09,2,0
M-05,Voss,day,3.5,63.5,508.4,0.065,5,0
M-04,Brunner,night,3.71,55.8,447.2,0.063,3,0
M-08,Hokuto,night,3.36,57.7,489.3,0.086,4,1
M-01,Hokuto,day,3.51,63.2,525.3,0.039,6,1
M-04,Brunner,night,3.58,51.5,482.9,0.071,3,1
M-08,Hokuto,day,3.23,54.9,563.7,0.071,4,0
M-08,Hokuto,night,2.33,61.2,529.5,0.071,4,0
M-05,Voss,night,3.21,59.4,519.7,0.048,5,1
M-05,Voss,night,3.23,60.5,606.5,0.098,5,1
M-03,Brunner,day,4.2,62.1,447.2,0.063,11,0
M-08,Hokuto,day,3.76,61.1,544.5,0.047,4,0
M-08,Hokuto,day,2.94,65.6,497.8,0.025,4,0
M-06,Voss,day,2.25,61.1,569.0,0.019,2,0
M-05,Voss,day,4.24,61.5,412.5,0.08,5,0
M-02,Hokuto,day,4.2,58.6,542.0,0.06,4,1
M-01,Hokuto,night,3.2,59.7,494.2,0.129,6,1
M-02,Hokuto,day,3.11,59.8,553.5,0.044,4,0
M-07,Brunner,night,5.32,61.9,388.7,0.113,12,1
M-08,Hokuto,day,4.01,61.0,465.6,0.09,4,1
M-08,Hokuto,day,3.71,63.8,461.8,0.065,4,0
M-07,Brunner,day,4.07,63.6,430.8,0.122,12,1
M-04,Brunner,night,2.58,62.6,497.7,0.089,3,0
M-03,Brunner,night,4.69,65.2,522.8,0.118,11,1
M-05,Voss,day,3.29,59.5,525.0,0.09,5,0
M-07,Brunner,night,4.92,65.0,414.2,0.157,12,1
M-04,Brunner,night,2.97,61.3,473.8,0.075,3,0
M-05,Voss,day,3.37,57.3,481.2,0.043,5,0
M-07,Brunner,night,4.3,67.0,517.6,0.115,12,1
M-07,Brunner,night,3.97,74.5,377.8,0.112,12,1
M-05,Voss,night,3.65,57.0,496.7,0.092,5,0
M-04,Brunner,day,2.71,57.4,546.9,0.03,3,0
M-03,Brunner,day,3.96,61.9,576.8,0.069,11,1
M-07,Brunner,night,3.39,64.1,491.8,0.075,12,1
M-04,Brunner,day,3.54,55.8,578.6,0.078,3,1
M-02,Hokuto,night,3.73,57.6,534.2,0.053,4,1
M-04,Brunner,night,3.48,60.6,540.9,0.089,3,1
M-02,Hokuto,day,3.42,56.3,498.6,0.086,4,0
M-02,Hokuto,day,3.17,59.2,507.3,0.062,4,0
M-04,Brunner,day,2.68,57.8,502.1,0.052,3,0
M-02,Hokuto,day,3.24,62.1,601.9,0.073,4,0
M-06,Voss,night,2.97,56.4,507.0,0.093,2,0
M-02,Hokuto,day,3.71,58.8,491.0,0.047,4,0
M-04,Brunner,night,3.2,57.3,534.8,0.075,3,0
M-02,Hokuto,night,3.65,61.3,504.4,0.085,4,0
M-03,Brunner,day,3.48,65.2,571.7,0.058,11,1
M-07,Brunner,day,4.02,66.9,444.9,0.097,12,1
M-05,Voss,day,3.56,64.4,498.3,0.075,5,0
M-08,Hokuto,day,3.03,65.0,484.9,0.067,4,0
M-05,Voss,day,3.4,60.8,493.0,0.09,5,0
M-06,Voss,day,3.16,61.7,465.2,0.048,2,0
M-05,Voss,day,3.27,58.8,545.5,0.079,5,0
M-01,Hokuto,night,4.01,60.1,590.5,0.092,6,1
M-08,Hokuto,day,3.71,58.9,533.0,0.079,4,0
M-04,Brunner,day,2.82,59.8,517.7,0.032,3,0
M-02,Hokuto,night,3.68,60.0,485.1,0.103,4,1
M-02,Hokuto,day,4.38,60.3,511.8,0.057,4,1
M-04,Brunner,night,3.39,60.6,469.2,0.074,3,0
M-02,Hokuto,night,3.87,58.5,481.4,0.099,4,1
M-01,Hokuto,day,2.82,63.9,486.4,0.091,6,0
M-06,Voss,day,2.77,58.9,539.3,0.084,2,0
M-07,Brunner,night,5.32,62.0,445.2,0.099,12,1
M-08,Hokuto,night,3.98,62.8,524.9,0.112,4,1
M-06,Voss,day,2.84,57.6,507.7,0.049,2,0
M-07,Brunner,day,3.53,63.2,443.6,0.103,12,1
M-01,Hokuto,night,2.94,67.4,535.6,0.109,6,1
M-03,Brunner,day,4.4,66.1,482.9,0.089,11,1
M-06,Voss,day,2.89,62.4,563.1,0.044,2,0
M-06,Voss,day,3.72,59.9,483.7,0.055,2,0
M-01,Hokuto,day,2.88,61.3,407.1,0.065,6,0
M-06,Voss,night,3.23,57.4,500.1,0.085,2,0
M-06,Voss,day,3.14,56.5,471.9,0.056,2,0
M-07,Brunner,day,4.4,64.6,529.5,0.097,12,1
M-06,Voss,day,2.02,60.6,544.7,0.036,2,0
M-01,Hokuto,day,2.84,56.8,449.2,0.08,6,0
M-02,Hokuto,night,3.0,57.5,493.5,0.073,4,0
M-04,Brunner,night,3.31,57.8,530.9,0.088,3,0
M-02,Hokuto,day,3.12,60.5,557.8,0.1,4,0
M-03,Brunner,night,3.09,64.1,505.7,0.075,11,1
M-06,Voss,night,2.9,56.3,483.1,0.071,2,0
M-02,Hokuto,night,2.82,55.3,417.7,0.1,4,1
M-01,Hokuto,day,4.01,61.4,518.5,0.061,6,1
M-02,Hokuto,night,3.07,60.7,529.4,0.094,4,0
M-07,Brunner,day,3.5,69.1,465.1,0.124,12,1
M-02,Hokuto,day,3.2,62.2,519.8,0.079,4,0
M-08,Hokuto,night,3.26,64.4,457.3,0.06,4,0
M-07,Brunner,day,3.98,65.4,402.9,0.11,12,0
M-01,Hokuto,night,3.17,68.0,504.9,0.083,6,1
M-08,Hokuto,day,3.91,59.8,511.8,0.087,4,0
M-02,Hokuto,night,2.99,58.5,531.8,0.109,4,1
